   1.0000000000000000     
000000        14909305127.283728     
   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.1151082075836676E-003   5.4775429899468157E-004   7.1659621789656668E-004   149093.05127283727     
   2.2302164151673351E-003   1.0955085979893631E-003   1.4331924357931334E-003   298186.10254567454     
   3.3453246227510029E-003   1.6432628969840447E-003   2.1497886536897002E-003   447279.15381851181     
   4.4604328303346702E-003   2.1910171959787263E-003   2.8663848715862667E-003   596372.20509134908     
   5.5755410379183376E-003   2.7387714949734078E-003   3.5829810894828333E-003   745465.25636418629     
   6.6906492455020049E-003   3.2865257939680894E-003   4.2995773073794003E-003   894558.30763702351     
   7.8057574530856723E-003   3.8342800929627710E-003   5.0161735252759673E-003   1043651.3589098607     
   8.9208656606693405E-003   4.3820343919574525E-003   5.7327697431725343E-003   1192744.4101826979     
   1.0035973868253008E-002   4.9297886909521341E-003   6.4493659610691013E-003   1341837.4614555351     
   1.1151082075836675E-002   5.4775429899468157E-003   7.1659621789656684E-003   1490930.5127283724     
   1.2266190283420342E-002   6.0252972889414972E-003   7.8825583968622354E-003   1640023.5640012096     
   1.3381298491004010E-002   6.5730515879361788E-003   8.5991546147588024E-003   1789116.6152740468     
   1.4496406698587677E-002   7.1208058869308604E-003   9.3157508326553694E-003   1938209.6665468840     
   1.5611514906171345E-002   7.6685601859255419E-003   1.0032347050551936E-002   2087302.7178197212     
   1.6726623113755012E-002   8.2163144849202244E-003   1.0748943268448503E-002   2236395.7690925584     
   1.7841731321338681E-002   8.7640687839149051E-003   1.1465539486345070E-002   2385488.8203653959     
   1.8956839528922350E-002   9.3118230829095858E-003   1.2182135704241637E-002   2534581.8716382333     
   2.0071947736506019E-002   9.8595773819042665E-003   1.2898731922138204E-002   2683674.9229110708     
   2.1187055944089688E-002   1.0407331680898947E-002   1.3615328140034771E-002   2832767.9741839082     
   2.2302164151673357E-002   1.0955085979893628E-002   1.4331924357931338E-002   2981861.0254567456     
   2.3417272359257026E-002   1.1502840278888309E-002   1.5048520575827905E-002   3130954.0767295831     
   2.4532380566840695E-002   1.2050594577882989E-002   1.5765116793724471E-002   3280047.1280024205     
   2.5647488774424364E-002   1.2598348876877670E-002   1.6481713011621036E-002   3429140.1792752580     
   2.6762596982008034E-002   1.3146103175872351E-002   1.7198309229517601E-002   3578233.2305480954     
   2.7877705189591703E-002   1.3693857474867031E-002   1.7914905447414167E-002   3727326.2818209329     
   2.8992813397175372E-002   1.4241611773861712E-002   1.8631501665310732E-002   3876419.3330937703     
   3.0107921604759041E-002   1.4789366072856393E-002   1.9348097883207297E-002   4025512.3843666078     
   3.1223029812342710E-002   1.5337120371851073E-002   2.0064694101103862E-002   4174605.4356394452     
   3.2338138019926375E-002   1.5884874670845754E-002   2.0781290319000428E-002   4323698.4869122822     
   3.3453246227510045E-002   1.6432628969840435E-002   2.1497886536896993E-002   4472791.5381851196     
   3.4568354435093714E-002   1.6980383268835116E-002   2.2214482754793558E-002   4621884.5894579571     
   3.5683462642677383E-002   1.7528137567829796E-002   2.2931078972690123E-002   4770977.6407307945     
   3.6798570850261052E-002   1.8075891866824477E-002   2.3647675190586689E-002   4920070.6920036320     
   3.7913679057844721E-002   1.8623646165819158E-002   2.4364271408483254E-002   5069163.7432764694     
   3.9028787265428390E-002   1.9171400464813838E-002   2.5080867626379819E-002   5218256.7945493069     
   4.0143895473012059E-002   1.9719154763808519E-002   2.5797463844276385E-002   5367349.8458221443     
   4.1259003680595728E-002   2.0266909062803200E-002   2.6514060062172950E-002   5516442.8970949817     
   4.2374111888179397E-002   2.0814663361
